,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,R1,R2,R3,R4,R5,R6
NCOA1,11.7807828036244,12.1130480894873,12.2113299487317,11.1987287276475,11.6179020827188,12.4925702649814,12.202595373012,11.7597898992577,12.3931796917474,13.1016499422352,8.29378246527249,10.7183652985796,11.1371166844357,12.9621933120632,11.1472338019195,10.7885471570221,11.7472135769021,13.0775195396876,11.667929702727,11.3262039429649,11.8223979813606,11.1187354217059,11.2257233382748,11.8343758932067,10.7359016156337,12.3244039044466,11.2113203050805,11.8405989943004,11.0362024895308,12.1001065226625,11.9975923791426,11.7128922842665,13.5541104193714,12.2084098006628,13.3199722205657,10.7742564994717,13.1996963609731,11.5138153070852,12.0508111010736,10.830588927839,8.80903310850071,10.2494071308834,10.9028425273083
BAD,10.1415995457754,9.50399134006077,9.33457021260159,9.04137994461132,9.63646513105443,10.0003558351716,8.94642450744739,9.37833360536783,10.680435663444,9.83990139630653,9.27583553593137,8.75284888824775,9.28453147824501,9.79602694320113,9.73074142179204,10.1729315378214,9.145892761837,10.2535549833563,9.93652505171737,10.2106434647282,9.88351067010494,9.65061489858672,9.8740529648385,8.94123472821761,9.45557174616347,10.4130329064046,9.78887945982078,9.39661491192801,8.37124787355465,8.25452219424375,8.84584986250356,7.49881448066491,10.1327070667746,9.76676044760049,11.5742698129247,8.50502168386319,7.48572301521325,8.93893367951388,9.14737486754286,8.6671154015206,6.3490145838179,7.6613679548836,7.5854442495109
CSF2RB,12.3850606653327,4.10895952952098,6.27888453096329,6.10895952952098,9.15335364887943,11.4308876244083,11.4839989608679,8.43088762440834,6.56839114815828,10.5098389658032,8.96694052464855,9.13132734254943,4.69392203024213,4.10895952952098,7.27888453096329,5.10895952952098,5.10895952952098,4.10895952952098,7.19642237077132,5.43088762440834,9.03969686708386,8.83687998408418,6.27888453096329,7.27888453096329,6.27888453096329,5.69392203024213,5.43088762440834,8.99160257888282,3.10895952952098,3.10895952952098,11.2227016955702,3.10895952952098,4.10895952952098,13.4454214577038,9.76717101227277,5.10895952952098,3.10895952952098,5.43088762440834,5.69392203024213,6.27888453096329,7.27888453096329,3.10895952952098,3.10895952952098
WNT3A,1.96899393550181,7.73054516794629,2.96899393550181,0.968993935501807,2.55395643622296,3.29092203038917,-0.0310060644981927,6.6272054182536,4.36131135828057,5.05645677675215,8.7338655262379,4.72388143766528,5.09827695244677,9.50232366780764,2.29092203038917,1.55395643622296,-0.0310060644981927,6.69691439006501,9.09311524733099,0.968993935501807,5.77634885755941,5.75035364902647,0.968993935501807,6.17844730113076,2.55395643622296,1.96899393550181,0.968993935501807,1.55395643622296,-0.0310060644981927,-0.0310060644981927,4.13891893694412,4.6694336536429,2.77634885755941,5.25439615436406,9.3889541133497,1.55395643622296,4.13891893694412,0.968993935501807,0.968993935501807,3.55395643622296,-0.0310060644981927,0.968993935501807,1.96899393550181
AKT1,13.8392098518325,15.0183077641217,13.8951145990137,12.7888363508283,12.9639595000962,14.3269081869662,13.7414663471102,13.8148148422139,14.2139675796301,13.5329484327959,13.9311800707167,13.1898048385136,12.5839846013938,13.8747186513874,13.2351323694333,13.5567203259816,12.7020266588155,14.2453201945713,14.7019668493722,13.1580538815002,13.5959653660549,14.4565653383118,12.5898178405793,12.7023745918597,13.4380197701287,15.0781147622361,14.6183251278975,13.0760173295512,12.4631312704424,12.5143587041313,14.5059692576918,14.5647048395865,14.5754451141734,14.4861808521798,15.802038622195,12.4276510322148,13.3927898804708,13.7486705982819,13.2592655251979,12.9122979200814,8.65610079192995,12.2761624469606,12.4216600653718
TRAF4,13.3192532448244,11.8214027984167,12.0655958148282,9.7771657583813,12.8910418990111,13.3178243824946,12.260342957435,12.5905882730509,12.8954669317266,12.7408588442586,11.1527466767702,13.0451384970009,10.933816486524,10.7981602644301,11.4650586677955,10.7939945162381,11.2132756046915,14.2524024576596,14.0195255908358,10.5702401383906,12.8185634480096,12.2276688291749,11.9677684529892,11.9000597813729,11.7626512294875,13.5237724048185,11.8606803824651,11.77912175802,9.04416038681395,10.097036824731,11.8510674828259,12.3789521376899,11.6098082329683,11.3900019378772,15.7320867574817,11.4076254411639,12.078506558369,11.4892954886476,11.4167168182075,11.6922454462984,8.07735037364118,11.3085759837879,11.7017952947933
FGFR2,13.4329234829604,13.201394676696,12.8513761303248,5.24866798755508,11.6770281602594,13.8884473173575,6.77222994361209,15.2719216069123,13.9073347044605,12.6247933768313,12.6843382484916,11.8467391030165,12.0894616438347,11.6686492264907,12.6527557709529,13.2259335985332,8.10640022071275,4.57059608244244,8.43888775121524,6.6416722444534,12.3702144554208,12.7464998700799,9.3360247443875,10.6280896781512,15.4344756992368,10.7080996061924,10.1854236927747,14.6503528459802,7.05602290961269,4.57059608244244,8.70809960619238,4.83363048827624,8.51545452824998,20.6621417576606,14.5675045032329,19.7429782717494,12.2528603582727,9.29306210691353,9.64098541033384,9.28220111428177,9.27092481977338,9.9629822033494,11.2173347807503
CSF3R,10.3213986206348,4.50147502507411,6.82340311996148,3.50147502507411,3.50147502507411,12.921435202922,4.50147502507411,9.33436503923886,8.92773977977621,5.50147502507411,11.9650402673143,7.67140002651643,5.82340311996148,3.50147502507411,11.876514456421,6.50147502507411,3.50147502507411,11.1236733035978,5.50147502507411,6.08643752579527,13.1897253342073,8.30882994713172,7.08763927100502,6.31088946931001,9.85920295738474,7.7494025385177,6.96090664371141,9.89379244785287,3.50147502507411,3.50147502507411,10.6409240550472,5.50147502507411,12.328023512365,7.96025072415436,16.8130715142606,7.75016165194794,7.30882994713172,6.30882994713172,6.08643752579527,9.74921269773305,3.50147502507411,5.82340311996148,5.50147502507411
RALB,12.8718267261418,11.9003142629666,9.57339933644931,11.028959499861,9.91929447285684,12.5154731162468,12.1148680868297,10.5436700263584,12.0592126394034,12.3401911105885,12.3299142961874,9.9098571389781,11.377789651363,10.3545448354472,10.5711873572599,9.90550448919148,9.92615740106903,11.6615524461835,11.0677284384427,10.8268303026336,11.1557972261337,10.3914378264151,11.893771772208,11.9808996286813,11.6625661194376,10.569539791019,10.6743171364525,11.803617702605,11.0688680705997,10.9278318497719,10.4864481451654,12.9023538051734,12.4289250418704,11.2363930017822,12.8881233283077,10.1709658504681,11.7310412309901,10.271755410881,11.6961990316842,10.054894874363,9.39025157225689,11.3740346752238,11.1673852004089
TGFBR1,15.1307283507491,10.6779405700299,12.3771982094753,12.0405792173245,11.0433876994253,12.5764659077774,12.3679219413502,13.4044221408397,12.0149675623075,12.5500731848433,14.0463594564622,13.3767398036246,11.7892430619434,13.085859048644,11.3851706187481,13.4041149513537,10.8002335286599,11.1967692589839,12.8101948791182,13.2099363064974,11.6685912222707,12.3679283704582,12.4732839060194,12.0149757733879,12.3271862723149,13.0036287470282,9.63266976192326,11.1414294199672,11.263259127443,12.3387132712203,12.1789459779004,13.4300445769822,11.872689601285,12.238883511683,13.2667321169883,13.7602895716389,13.1776591812895,11.0800095796354,10.9992524446647,11.2083268294747,9.73192000762857,12.7706013215882,11.6654612603245
RPS6KB2,11.8434463007479,11.7650505355447,10.8398700024096,9.74293228370014,10.3552945325745,11.6729471346357,11.0212285583124,11.5313351283012,11.6508957136093,10.6562822433884,11.4140755568998,10.542719638193,9.95590236734074,10.5479594916145,11.1294502475508,11.4576338269024,10.8384720810194,12.0941442995768,12.0233238490065,10.6882068387234,10.9369551818411,11.1684252104281,10.9916855213702,10.5357248737988,11.2297124403412,12.0347462808376,11.5911019733956,10.8039264672352,9.5709922969336,9.25018229617823,10.3926344811099,12.0395136062252,13.2954522382545,12.6577661326116,13.3211358089834,13.9775942910968,10.8043828503675,12.8371665266045,10.6960618077685,10.4080121029822,8.23579792091314,10.7307335293843,9.81894504010036
WNT7B,11.0611794240254,9.17369054094301,9.19690754330511,8.70475022612214,9.0670870841955,10.9397670506912,3.57448611764608,9.39709488280975,8.74058940813598,11.5521640086926,10.4046557094571,8.98548454060675,6.06481174422916,5.88260841300841,5.87565565236664,5.46757091372956,1.76713119558847,9.5435642280332,10.2282695398961,9.6725182006066,9.84125927520802,8.23065556885965,9.59737701096075,10.1002977295382,9.24825115632133,5.331915814372,8.6968827490058,3.67402179119699,-0.232868804411529,3.57448611764608,9.492758756741,9.81198063924955,9.34956175013234,8.39162206049626,13.3745385743225,8.48820759272478,8.76054138622812,8.76051307931129,9.55829408414349,7.02765874581169,5.50409678975468,6.77835845101172,8.0023476572825
TCF7L1,11.4077041932515,7.72164515839844,12.7480495555374,11.2125166939633,11.585658672171,9.39149655670611,7.94403757973488,12.0232328050016,4.48460596109759,8.73794697072754,11.0930139300897,8.5037995263309,9.34613602330623,12.2003228659804,13.3077570764275,11.0598966788619,8.75940008039385,12.85685849964,10.8332708933018,7.16910413536966,11.4829546118846,9.84466918487172,10.5227410899844,9.95104663825425,7.41871802544113,13.2437736866562,6.74334022949775,11.3880832964051,9.68847829446324,6.99917913392735,4.26221353976114,7.52274108998436,7.23183989071762,8.87200789346223,10.3229094714487,9.20081299509699,13.5093459281482,5.13668265767728,7.24710664737093,6.45861075256464,6.32110722881471,7.85716012905492,7.8471760404823
IL2RB,6.56356849900257,9.7173738350816,1.65667790339405,4.82660290483636,3.97860599828141,7.61087421378092,8.61087421378092,7.56356849900257,6.35711762153514,7.41156540555752,4.65667790339405,4.2416404041152,5.46403282545165,4.46403282545165,3.97860599828141,4.82660290483636,4.97860599828141,3.65667790339405,5.90460541683763,4.2416404041152,7.21126675507169,3.2416404041152,5.56356849900257,4.2416404041152,4.97860599828141,4.2416404041152,3.2416404041152,3.97860599828141,1.65667790339405,6.82660290483636,3.2416404041152,1.65667790339405,5.97860599828141,5.11610952203135,8.42486222817097,3.2416404041152,1.65667790339405,4.97860599828141,2.65667790339405,4.65667790339405,5.35711762153514,1.65667790339405,6.11610952203135
LAMA5,15.4321722701463,14.8074611452208,13.3872346601761,13.5785781462999,13.7076218158324,15.1159504377004,14.229104257885,15.1517643347253,14.0973077592664,16.5697982959818,16.066482480186,14.883665011766,14.6775295497684,13.4280418528059,14.3685801505167,13.6940379538036,11.9689115359436,14.0814861775052,13.3996166565212,13.8302529379473,14.5701684232894,13.0804373014267,13.4999035312183,14.2683855883919,14.3701723927704,14.5164769327207,13.2315435683388,14.102313291933,9.39494406576978,12.3994440639047,14.6352765477853,10.795299236065,13.479391554574,13.9605469290267,16.6011383925631,12.3220545309113,11.6845480267398,14.5768908438705,14.4464426583816,13.9304942609906,11.5490872064936,12.2185637555112,14.8662077321537
RELA,11.8279264116344,11.6633825923011,12.3540715139591,11.8770361810962,11.3581576964203,11.8937874453321,10.8883972668544,11.7602682229152,11.7456818600511,12.3791181082775,11.570882985782,10.7002385204078,12.0774154014988,11.088132085728,11.7599970040503,12.4956299313789,12.240861484448,11.8847096688926,11.9054889900435,11.8388989075365,11.3876412921713,11.4928677164735,11.8792730408028,11.6558768534991,11.5978843358044,12.745023960797,11.1724674846285,12.0227207434571,11.1043205856493,11.5554955784916,10.0983853401734,11.0996507467498,10.7361708514549,11.6642323341067,13.3827512812805,10.9485340034055,11.4753288548716,9.07091146620151,11.5990798183532,10.6308803161067,8.37157111581517,12.0227296973163,11.0040388980362
PLCB4,13.4795695081073,12.4959040575137,11.5773489257334,13.0909966352279,11.6362799402014,13.0776128912826,8.35618380778095,12.8172071334749,8.41232688581849,10.0406463595135,11.4848254843993,10.9991237097885,10.8827296222768,8.21179389844578,13.0965674566812,13.2220555023841,10.8807211698042,12.8403730996512,11.9515946380186,4.18625880633864,13.6781033151723,13.6795624557083,11.4650401093083,9.52361310483561,13.7501387357418,13.7331422448317,13.5343388034171,13.0561654547828,11.9420906211388,6.80483308948962,13.1926930904483,15.2121023364516,12.8495678418247,14.2010803299965,12.7522747781753,12.5286319539895,14.1631358803409,5.18625880633864,7.97896545024964,11.698576005228,6.99361372839625,10.103417737401,8.64569042497594
FGF22,4.35829563509488,4.20629254164983,3.20629254164983,1.62133004092867,3.79125504237099,3.12383038145786,7.55600379305073,5.51210097117392,5.22619209908754,5.54416218040622,2.73680725834861,6.83726744012782,1.03636754020752,4.2842950536511,1.35829563509488,2.94325813581604,2.49579915884482,3.84372246226512,3.68022372998224,3.03636754020752,4.16565055715249,3.73680725834861,2.20629254164983,1.35829563509488,2.94325813581604,4.12383038145786,2.84372246226512,1.03636754020752,2.49579915884482,0.0363675402075188,0.0363675402075188,0.621330040928675,3.68022372998224,1.84372246226512,3.99056385059439,3.03636754020752,-0.963632459792481,3.99056385059439,0.621330040928675,2.03636754020752,-0.963632459792481,-0.963632459792481,1.03636754020752
PDGFB,12.5060963126917,10.8542012947184,6.91789891170333,4.64475605239524,9.80966297907093,9.9500578286952,10.7576385953119,11.4865719653377,11.21650237659,11.6546079915121,12.0569765617049,10.4380992467266,5.38172164656145,7.30772106511767,9.67450339578929,5.34519577053634,8.64850818725635,13.3702671690293,11.1452328145452,6.16831800845226,12.5433473633188,11.454272323777,12.5566373449789,10.1245363164243,11.431009341389,10.4151886991833,10.6076231457185,4.76023326981518,2.38172164656145,7.19934490407288,10.632446413791,11.7104145233272,12.4742066050508,10.6744757929415,13.4259258532211,9.34519577053634,4.2297185531164,10.6735553956837,9.67081834898144,10.5526481718488,7.16831800845226,7.94243660103593,9.01398986206096
GNA11,12.1487738153795,10.8155140051143,11.879089197963,12.1461402770957,10.9888255506631,11.3211280548879,11.319807096894,12.130773272504,12.4071020515072,12.2334511626181,11.6001793044627,10.3110650400764,11.3479428793105,10.9966949646555,11.4953579247793,11.486973697625,11.2567852905412,11.6944259934807,12.2162581411606,12.3466478996618,11.145390999138,11.8504314463903,11.5396837276257,11.3532060140901,11.0549226555698,13.294700179608,11.6534530654944,11.2777015219753,11.2783765475976,10.6712005241179,9.22721618730287,11.2544206519888,10.7385135373028,11.4681419576463,12.6959168047114,11.0903664372601,10.5624791226732,10.9551506425338,11.3370942093913,10.6421359544379,7.85297921914947,10.1290864408569,10.6968239494053
HES5,3.24540075751131,0.0754757560689974,4.53490737470629,0.0754757560689974,1.075475756069,2.39740385095636,8.83036325823246,3.075475756069,1.075475756069,3.39740385095636,2.8828306781266,0.0754757560689974,0.0754757560689974,0.0754757560689974,0.0754757560689974,1.075475756069,0.0754757560689974,4.16293859731934,0.0754757560689974,1.075475756069,2.075475756069,1.66043825679015,4.77591547421009,1.075475756069,4.16293859731934,2.075475756069,0.0754757560689974,0.0754757560689974,0.0754757560689974,0.0754757560689974,0.0754757560689974,0.0754757560689974,2.66043825679015,1.66043825679015,5.56732885239867,0.0754757560689974,0.0754757560689974,0.0754757560689974,6.41532575895362,0.0754757560689974,0.0754757560689974,0.0754757560689974,1.66043825679015
MAP2K2,12.5802388519609,12.738504446829,12.3925191271639,12.6077526199423,12.0073594576498,11.9118679347657,12.607450988637,12.5345049970708,12.5956163350748,13.9383858194391,11.8618360979933,11.3694837344919,12.0549232301543,12.0587244122135,12.8094153108981,12.2329538066476,12.4170978881193,11.6837829724678,12.7182320425873,12.8133289495432,12.1552728377007,11.9801915130255,12.155556728222,11.6715438386365,11.4181374678713,13.2247596721963,12.139971610606,12.4508810253023,12.6862625498999,12.3388789061474,12.4302786031281,12.5568597576627,13.1447073085338,12.889961776433,14.7098824272959,11.6401848401557,11.6372496343228,11.7222465470527,11.9676288415964,10.8387407975158,9.44282209716921,12.3021143204492,11.5816879503949
BAK1,10.842734605319,9.40692966173795,9.87673669482533,9.57124944129307,9.49207284459,10.8615223636976,8.32073827289302,9.88820663953996,9.79360968545297,10.3403306316073,8.92020034330929,9.96644128358923,9.15499039945816,9.99323772069337,9.09937027602663,9.41269036006056,9.24544561260604,9.62650486940638,10.3504234484248,10.0479443741426,9.8100682477148,9.31722951573315,8.95423425598287,10.0953035377165,8.61905258181732,9.30715009789815,9.20326180382279,8.54971565581608,9.3029728951619,9.34932816404487,7.50949991634819,10.2484290105654,9.50522489409565,10.6739125270226,11.0795378525143,10.0936455660288,9.96148855179992,8.62924616833782,9.0737421111673,7.41754486594025,6.83784768143173,9.64069065285041,10.1715529440954
IKBKG,9.77823829772742,9.90957237202144,10.0124584967671,8.7376446686018,8.88501366976275,9.90669630490791,9.18577276411719,9.70610855442664,9.82640478888893,11.2055953837348,10.4569481351954,9.73054532548569,11.3188480980416,9.47732581438686,8.55946416487679,10.1977904656682,9.70626574733116,10.8671633635723,9.17357659713449,10.0092536634485,9.49395970394797,9.31719998081084,10.121721153529,9.51585218513626,10.0388883670293,9.52861179529005,11.0684019168116,9.88281536352689,8.9875062939563,9.80194095723404,7.88039841741926,9.92063172918545,9.44435405809543,9.88955128273224,12.9208857338712,8.34437527909045,9.66757724130908,8.4042301629947,10.183726689691,9.02657536495411,6.85595208492675,9.37223744170943,9.46395866859336
EPOR,8.84073339744446,10.1257568070513,2.96790463790957,10.4141608677991,9.44039240937232,8.02101597436913,10.0144830045299,10.0532230597608,10.6088725483595,10.2158321513532,9.14582243010542,11.6766298867076,9.66831661164849,9.86514506348437,9.27897174016517,9.67111610530072,10.6074262374204,10.0339938283673,8.05528261224963,9.08476839560047,8.49146659396659,7.73343938427255,8.20048865356092,7.69026136316164,7.61187623867119,9.68492295971617,9.67111610530072,8.31840188499371,10.6780360492095,8.79063478585409,10.4899132927573,9.74661260318988,8.98582654590684,9.60597847509029,11.9109878986803,8.99912336852029,8.99031684087175,8.82090222552289,6.37389699758541,8.05536747915991,3.81590154446452,9.2120305811933,8.21583215135316
BDKRB2,9.94322444053571,9.13018778572451,1.54481207216774,7.85769502745209,3.35216699422534,11.0069768925713,1.54481207216774,9.18101977335531,5.91985150351466,2.54481207216774,10.1562426856788,7.27273252673094,12.181577149273,9.29901479961282,7.6817006800708,8.36160374983343,2.12977457288889,6.70468340894613,11.5499348186578,4.49900838255461,9.37150355077933,10.7269953445918,7.35859326338477,7.64284415512826,8.30968366290383,7.02862784943199,1.8667401670551,3.00424369080503,5.21723741413923,7.34571197208804,4.75426543779669,10.7500677228375,5.18866826194246,7.5946606216183,10.3278266566483,5.65312742755546,6.31299639694466,5.54481207216774,4.06837402822475,4.63227491341808,6.56717988519619,2.54481207216774,3.12977457288889
LPAR1,2.88649389151234,6.62345948567855,8.80932603098988,11.4907258682043,3.76096300942848,4.00197110893228,1.30153139079118,2.30153139079118,10.7225758150443,2.62345948567855,3.76096300942848,5.76096300942848,11.1096992099006,11.9005050600885,4.38899423204152,8.29588482765004,5.25572770117806,5.05641889295465,4.10888631284879,12.511599963909,5.2084219863997,5.62345948567855,9.32109432128895,9.87330299205507,7.6324482689058,9.33219852703813,6.2084219863997,2.62345948567855,9.9033021791989,9.88651267648172,5.4714563922335,0.301531390791184,2.30153139079118,4.69384881356994,9.16571753544546,8.39428853171104,5.76096300942848,10.7630313016917,3.30153139079118,6.51098475642013,7.25572770117806,7.04299837719233,9.06308262323566
LPAR6,6.77559896575865,9.59376064277284,4.11263395303622,9.81307367117731,5.69759645375738,3.52767145231506,2.52767145231506,5.52767145231506,13.0443564016247,7.05186053076443,11.0512334083721,8.0822603039927,4.11263395303622,6.33502637437267,2.52767145231506,5.33502637437267,5.33502637437267,9.29585577709199,10.8130736711773,5.11263395303622,10.7850592950077,10.1275842945022,5.69759645375738,8.83145220049217,11.5135133893184,10.5388987077383,4.52767145231506,6.4335999304882,5.33502637437267,9.88531142346108,11.5220531770346,11.9221341469254,12.1163860878973,3.52767145231506,2.52767145231506,9.96229967995179,2.52767145231506,11.7420148607067,11.6044870493659,9.39803617189847,11.8176902992477,5.11263395303622,10.1423812964303
LPAR3,5.71393535787978,0.714160796592775,3.96208831003636,4.10647821937154,8.59374404620556,4.10647821937154,1.29912329731393,1.71416079659277,5.41460051473387,0.714160796592775,3.96208831003636,0.714160796592775,9.24359135073893,8.22986063487682,10.5454917947828,7.64489813415566,2.29912329731393,7.85371214899157,4.3580169863675,0.714160796592775,2.52151571865038,2.71416079659277,6.54705081075752,9.65079873559535,9.50857666294288,8.59374404620556,4.62105139220129,9.60444027579976,5.32887064070798,7.98094733728768,3.03608889148014,9.76406378633847,2.71416079659277,0.714160796592775,5.98094733728768,2.03608889148014,4.66835710697965,2.29912329731393,8.78293907457819,8.17768516986396,6.87403213337116,12.5831762121449,10.9169029607253
